|024040100415448241KD|,|ANALOG INSULIN LONG ACTING INJ 100 IU/ML PENFILL CATRIDGE (LANTUS SOLOSTAR) |,|2021|,|024040100415448241KD2021I0001M|,01-09-2021 09:34:40,01-09-2021 09:34:40,|1010401001|,|9010075|,250,|FLC|,|PT. ANUGERAH PHARMINDO LESTARI+1|,|00001/PO/PPO/09/2021|,|M02|,89000,,| |
|024040100415448241KD|,|SIKLOFOSFAMID SERB INJ 1000 MG (I.V.) (ENDOXAN)|,|2021|,|024040100415448241KD2021I0002M|,01-09-2021 09:37:26,01-09-2021 09:37:26,|1010401004|,|IE.008|,199,|VIAL|,|PT. ANUGERAH PHARMINDO LESTARI+2|,|00003/PO/PPO/09/2021|,|M02|,197922,,| |
|024040100415448241KD|,|ALINITY C ALANINE AMINOTRANSFERASE REAGENT KIT|,|2021|,|024040100415448241KD2021I0003M|,01-09-2021 09:57:22,01-09-2021 09:57:22,|1010401001|,|024300099|,1,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00004/PO/PPO/09/2021|,|M02|,8377600,,| |
|024040100415448241KD|,|ALINITY C ALBUMIN BCG|,|2021|,|024040100415448241KD2021I0004M|,01-09-2021 09:57:22,01-09-2021 09:57:22,|1010401001|,|024300078|,1,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00004/PO/PPO/09/2021|,|M02|,4823104,,| |
|024040100415448241KD|,|ALINITY C SERIES ACID WASH|,|2021|,|024040100415448241KD2021I0005M|,01-09-2021 09:57:22,01-09-2021 09:57:22,|1010401001|,|024300043|,1,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00004/PO/PPO/09/2021|,|M02|,2273920,,| |
|024040100415448241KD|,|ALINITY C SERIES ALKALINE WASH|,|2021|,|024040100415448241KD2021I0006M|,01-09-2021 09:57:22,01-09-2021 09:57:22,|1010401001|,|024300037|,4,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00004/PO/PPO/09/2021|,|M02|,2273920,,| |
|024040100415448241KD|,|ALINITY C BILIRUBIN CALIBRATOR|,|2021|,|024040100415448241KD2021I0007M|,01-09-2021 09:57:22,01-09-2021 09:57:22,|1010401001|,|024300063|,1,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00004/PO/PPO/09/2021|,|M02|,3723280,,| |
|024040100415448241KD|,|IV CATH NO.24 WITH ENTRY PORT SAFETY (POLYSAFETY)|,|2021|,|024040100415448241KD2021I0008M|,01-09-2021 10:11:49,01-09-2021 10:11:49,|1010401006|,|011452201|,250,|PCS|,|PT MEGAH MEDIKA PHARMA+1|,|00008/PO/PPO/09/2021|,|M02|,9845,,| |
|024040100415448241KD|,|BIO GLUE 2 ML|,|2021|,|024040100415448241KD2021I0009M|,01-09-2021 10:16:47,01-09-2021 10:16:47,|1010401006|,|020200895|,1,|PCS|,|PT. PARIT PADANG GLOBAL+1|,|00012/PO/PPO/09/2021|,|M02|,3940750,,| |
|024040100415448241KD|,|BIO GLUE 5 ML|,|2021|,|024040100415448241KD2021I0010M|,01-09-2021 10:16:47,01-09-2021 10:16:47,|1010401006|,|020700622|,1,|BOX|,|PT. PARIT PADANG GLOBAL+1|,|00012/PO/PPO/09/2021|,|M02|,4955456,,| |
|024040100415448241KD|,|ASAM TRANEKSAMAT 500 MG|,|2021|,|024040100415448241KD2021I0011M|,01-09-2021 10:20:46,01-09-2021 10:20:46,|1010401002|,|022629121|,13000,|TAB|,|PT. PARIT PADANG GLOBAL+1|,|00015/PO/PPO/09/2021|,|M02|,1485,,| |
|024040100415448241KD|,|GADOVIST 5 ML|,|2021|,|024040100415448241KD2021I0012M|,01-09-2021 10:23:20,01-09-2021 10:23:20,|1010401001|,|02341500|,177,|VIAL|,|PT. PARIT PADANG GLOBAL+2|,|00017/PO/PPO/09/2021|,|M02|,345950,,| |
|024040100415448241KD|,|GADOVIST 7.5 ML|,|2021|,|024040100415448241KD2021I0013M|,01-09-2021 10:23:20,01-09-2021 10:23:20,|1010401001|,|02568100|,26,|VIAL|,|PT. PARIT PADANG GLOBAL+2|,|00017/PO/PPO/09/2021|,|M02|,520300,,| |
|024040100415448241KD|,|ULTRAVIST 300 50ML|,|2021|,|024040100415448241KD2021I0014M|,01-09-2021 10:25:59,01-09-2021 10:25:59,|1010401001|,|4.010.035|,200,|FLS|,|PT. PARIT PADANG GLOBAL+2|,|00019/PO/PPO/09/2021|,|M02|,154196,,| |
|024040100415448241KD|,|ULTRAVIST 370 50ML|,|2021|,|024040100415448241KD2021I0015M|,01-09-2021 10:25:59,01-09-2021 10:25:59,|1010401001|,|4.010.036|,100,|FLS|,|PT. PARIT PADANG GLOBAL+2|,|00019/PO/PPO/09/2021|,|M02|,185675,,| |
|024040100415448241KD|,|RIVAROKSABAN TAB SAL 10 MG (XARELTO)|,|2021|,|024040100415448241KD2021I0016M|,01-09-2021 10:37:27,01-09-2021 10:37:27,|1010401002|,|TX.001|,630,|TAB|,|PT. PARIT PADANG GLOBAL+1|,|00021/PO/PPO/09/2021|,|M02|,24330,,| |
|024040100415448241KD|,|RIVAROKSABAN TAB SAL 15 MG (XARELTO)|,|2021|,|024040100415448241KD2021I0017M|,01-09-2021 10:37:27,01-09-2021 10:37:27,|1010401002|,|TX.002|,56,|TAB|,|PT. PARIT PADANG GLOBAL+1|,|00021/PO/PPO/09/2021|,|M02|,24330,,| |
|024040100415448241KD|,|RIVAROKSABAN TAB SAL 20 MG (XARELTO)|,|2021|,|024040100415448241KD2021I0018M|,01-09-2021 10:37:27,01-09-2021 10:37:27,|1010401002|,|9.040.101|,84,|TABLET|,|PT. PARIT PADANG GLOBAL+1|,|00021/PO/PPO/09/2021|,|M02|,24330,,| |
|024040100415448241KD|,|ISONIAZID TAB 300 MG|,|2021|,|024040100415448241KD2021I0019M|,01-09-2021 10:59:00,01-09-2021 10:59:00,|1010401002|,|TI.127|,200,|TABLET|,|APOTEK K24+4|,|00024/PO/XPO/09/2021|,|M02|,315,,| |
