|024040100415448241KD|,|NISTATIN 100.000 UI + ZN OKSIDA 200 MG SALEP 10 MG (MYCO Z)|,|2021|,|024040100415448241KD2021A0001M|,02-01-2021 16:40:00,02-01-2021 16:40:00,|1010401005|,|9030004|,1,|TUBE|,|APOTEK RINI+4|,|00003/PO/XPO/01/2021|,|M02|,102600,,| |
|024040100415448241KD|,|AST (ASPARTATE AMINO TRANSFERASE)3621T// ARC|,|2021|,|024040100415448241KD2021A0002M|,04-01-2021 08:40:10,04-01-2021 08:40:10,|1010401001|,|3040250|,1,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00005/PO/PPO/01/2021|,|M02|,8740864,,| |
|024040100415448241KD|,|OKSIGEN TABUNG 1M3 (O2)|,|2021|,|024040100415448241KD2021A0003M|,04-01-2021 09:28:46,04-01-2021 09:28:46,|1010401003|,|06114780|,8,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00007/PO/PPO/01/2021|,|M02|,20900,,| |
|024040100415448241KD|,|OKSIGEN TABUNG 2M3 (O2)|,|2021|,|024040100415448241KD2021A0004M|,04-01-2021 09:28:46,04-01-2021 09:28:46,|1010401003|,|06123510|,5,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00007/PO/PPO/01/2021|,|M02|,26400,,| |
|024040100415448241KD|,|OKSIGEN TABUNG 6M3 (O2)|,|2021|,|024040100415448241KD2021A0005M|,04-01-2021 09:32:00,04-01-2021 09:32:00,|1010401003|,|0615423|,5,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00009/PO/PPO/01/2021|,|M02|,44000,,| |
|024040100415448241KD|,|IMMUNEMED 200 MG 5 ML (OBAT PENELITIAN) DONASI|,|2021|,|024040100415448241KD2021A0006M|,04-01-2021 13:44:00,04-01-2021 13:44:00,|1010401001|,|228291220|,70,|VIAL|,|SFSPHARMA+13|,|00012/PO/XPO/01/2021|,|M04|,181818.18,,| |
|024040100415448241KD|,|CACO3 CAPSUL|,|2021|,|024040100415448241KD2021A0007M|,05-01-2021 10:17:00,05-01-2021 10:17:00,|1010401004|,|CC.101|,1000,|CAPSUL|,|DEPO PRODUKSI DI GEDUNG FARMASI+10|,|00018/PO/XPO/01/2021|,|M07|,220,,| |
|024040100415448241KD|,|NATRIUM BIKARBONAT KAPS 500 MG|,|2021|,|024040100415448241KD2021A0008M|,05-01-2021 10:17:00,05-01-2021 10:17:00,|1010401004|,|TS.091|,2000,|CAPS|,|DEPO PRODUKSI DI GEDUNG FARMASI+10|,|00018/PO/XPO/01/2021|,|M07|,220,,| |
|024040100415448241KD|,|AQUAMAX|,|2021|,|024040100415448241KD2021A0009M|,05-01-2021 10:17:00,05-01-2021 10:17:00,|1010401001|,|01092014.715|,4,|PCS|,|PT. BISAWI TUMBUH SELARAS+8|,|00016/PO/XPO/01/2021|,|M06|,3942180,,| |
|024040100415448241KD|,|AQUALINE |,|2021|,|024040100415448241KD2021A0010M|,05-01-2021 10:17:00,05-01-2021 10:17:00,|1010401001|,|01092014.714|,4,|PCS|,|PT. BISAWI TUMBUH SELARAS+8|,|00016/PO/XPO/01/2021|,|M06|,3484800,,| |
