|024040100415448241KD|,|NITROGEN 25 KG (N2O)|,|2021|,|024040100415448241KD2021G0001M|,01-07-2021 08:17:53,01-07-2021 08:17:53,|1010401006|,|01541200|,2,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00001/PO/PPO/07/2021|,|M02|,2200000,,| |
|024040100415448241KD|,|OKSIGEN TABUNG 6M3 (O2)|,|2021|,|024040100415448241KD2021G0002M|,01-07-2021 08:20:03,01-07-2021 08:20:03,|1010401003|,|0615423|,10,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00003/PO/PPO/07/2021|,|M02|,44000,,| |
|024040100415448241KD|,|OKSIGEN TABUNG 1M3 (O2)|,|2021|,|024040100415448241KD2021G0003M|,01-07-2021 08:22:42,01-07-2021 08:22:42,|1010401003|,|06114780|,14,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00005/PO/PPO/07/2021|,|M02|,20900,,| |
|024040100415448241KD|,|OKSIGEN TABUNG 6M3 (O2)|,|2021|,|024040100415448241KD2021G0004M|,01-07-2021 08:23:53,01-07-2021 08:23:53,|1010401003|,|0615423|,11,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00007/PO/PPO/07/2021|,|M02|,44000,,| |
|024040100415448241KD|,|ALINITY C CREATININE KINASE|,|2021|,|024040100415448241KD2021G0005M|,01-07-2021 10:16:52,01-07-2021 10:16:52,|1010401001|,|024300131|,1,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00009/PO/PPO/07/2021|,|M02|,9454720,,| |
|024040100415448241KD|,|RAIDEN3 ALL SIZE|,|2021|,|024040100415448241KD2021G0006M|,01-07-2021 13:45:08,01-07-2021 13:45:08,|1010401006|,|020200690|,1,|PCS|,|PT. WEGO MEDIKA INDONESIA+2|,|00012/PO/PPO/07/2021|,|M02|,1395000,,| |
|024040100415448241KD|,|BALLON SAPPHIRE NC 3.0 X 18 MM |,|2021|,|024040100415448241KD2021G0007M|,01-07-2021 13:53:04,01-07-2021 13:53:04,|1010401006|,|020200691|,1,|PCS|,|PT REVASS UTAMA MEDIKA +2|,|00015/PO/PPO/07/2021|,|M02|,1479500,,| |
|024040100415448241KD|,|ULTIMASTER 3.0 X 24 MM|,|2021|,|024040100415448241KD2021G0008M|,01-07-2021 13:58:24,01-07-2021 13:58:24,|1010401006|,|020200692|,1,|PCS|,|PT. MENSA BINASUKSES+2|,|00018/PO/PPO/07/2021|,|M02|,3293182.46,,| |
|024040100415448241KD|,|DISPOSABLE VIRUS SAMPLING TUBE (VTM W/O INACTIVATOR)|,|2021|,|024040100415448241KD2021G0009M|,01-07-2021 15:54:33,01-07-2021 15:54:33,|1010401006|,|020400011|,25,|BOX|,|PT.SABA INDOMEDIKA+2|,|00021/PO/PPO/07/2021|,|M02|,1060909.12,,| |
|024040100415448241KD|,|E CHECK XN (L;N;H)|,|2021|,|024040100415448241KD2021G0010M|,01-07-2021 16:04:19,01-07-2021 16:04:19,|1010401001|,|3.050.089|,4,|SERI|,|PT.SABA INDOMEDIKA+2|,|00023/PO/PPO/07/2021|,|M02|,2376000,,| |
