|024040100415448241KD|,|VAKSIN COVID MULTI DOSIS (ASTRAZENECA) DONASI|,|2021|,|024040100415448241KD2021H0001M|,02-08-2021 08:40:00,02-08-2021 08:40:00,|1010401001|,|024400157|,19,|VIAL|,|PUSKESMAS+13|,|00002/PO/XPO/08/2021|,|M04|,6007.39,,| |
|024040100415448241KD|,|SPUIT ADS 0.5 ML DONASI|,|2021|,|024040100415448241KD2021H0002M|,02-08-2021 08:40:00,02-08-2021 08:40:00,|1010401002|,|071412021|,190,|PCS|,|PUSKESMAS+13|,|00002/PO/XPO/08/2021|,|M04|,1185,,| |
|024040100415448241KD|,|TISU ALKOHOL AXIMED (DONASI)|,|2021|,|024040100415448241KD2021H0003M|,02-08-2021 08:40:00,02-08-2021 08:40:00,|1010401006|,|502.008|,190,|PCS|,|PUSKESMAS+13|,|00002/PO/XPO/08/2021|,|M04|,95,,| |
|024040100415448241KD|,|SAFETY BOX 5 L (DONASI)|,|2021|,|024040100415448241KD2021H0004M|,02-08-2021 08:40:00,02-08-2021 08:40:00,|1010401006|,|024700001|,2,|PCS|,|PUSKESMAS+13|,|00002/PO/XPO/08/2021|,|M04|,14000,,| |
|024040100415448241KD|,|OKSIGEN TABUNG 1M3 (O2)|,|2021|,|024040100415448241KD2021H0005M|,02-08-2021 08:45:51,02-08-2021 08:45:51,|1010401003|,|06114780|,1,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00004/PO/PPO/08/2021|,|M02|,20900,,| |
|024040100415448241KD|,|OKSIGEN TABUNG 2M3 (O2)|,|2021|,|024040100415448241KD2021H0006M|,02-08-2021 08:45:51,02-08-2021 08:45:51,|1010401003|,|06123510|,2,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00004/PO/PPO/08/2021|,|M02|,26400,,| |
|024040100415448241KD|,|MASKER N95 M 8210 (3M)|,|2021|,|024040100415448241KD2021H0007M|,02-08-2021 09:15:00,02-08-2021 09:15:00,|1010401006|,|101.03|,100,|PCS|,|YAYASAN MEDIA GROUP+13|,|00016/PO/XPO/08/2021|,|M04|,12750,,| |
|024040100415448241KD|,|MASKER KARET|,|2021|,|024040100415448241KD2021H0008M|,02-08-2021 09:15:00,02-08-2021 09:15:00,|1010401006|,|101.042|,1000,|PCS|,|YAYASAN MEDIA GROUP+13|,|00016/PO/XPO/08/2021|,|M04|,360,,| |
|024040100415448241KD|,|ASAM ASKORBAT (VITAMIN C) TAB 500 MG (HEVIT C) DONASI|,|2021|,|024040100415448241KD2021H0009M|,02-08-2021 09:15:00,02-08-2021 09:15:00,|1010401002|,|021321120|,3000,|TAB|,|YAYASAN MEDIA GROUP+13|,|00016/PO/XPO/08/2021|,|M04|,560,,| |
|024040100415448241KD|,|TABUNG OKSIGEN 6M3 DONASI|,|2021|,|024040100415448241KD2021H0010M|,02-08-2021 09:15:00,02-08-2021 09:15:00,|1010401006|,|020700563|,4,|TAB|,|YAYASAN MEDIA GROUP+13|,|00016/PO/XPO/08/2021|,|M04|,6500000,,| |
|024040100415448241KD|,|SPIRONOLAKTON TAB 25 MG|,|2021|,|024040100415448241KD2021H0011M|,02-08-2021 09:59:00,02-08-2021 09:59:00,|1010401002|,|8.010.147|,2000,|TABLET|,|PT. ANUGRAH ARGON MEDICA+4|,|00019/PO/XPO/08/2021|,|M02|,190,,| |
|024040100415448241KD|,|BETAHISTIN TAB 6 MG|,|2021|,|024040100415448241KD2021H0012M|,02-08-2021 09:59:00,02-08-2021 09:59:00,|1010401002|,|0904011.1|,2000,|TAB|,|PT. ANUGRAH ARGON MEDICA+4|,|00019/PO/XPO/08/2021|,|M02|,88,,| |
|024040100415448241KD|,|ISOSORBID DINITRAT TABLET 5 MG|,|2021|,|024040100415448241KD2021H0013M|,02-08-2021 10:14:00,02-08-2021 10:14:00,|1010401002|,|8.010.082|,10000,|TABLET|,|PT. PARIT PADANG GLOBAL+4|,|00023/PO/XPO/08/2021|,|M02|,88.99,,| |
|024040100415448241KD|,|LEVOFLOKSASIN INF 500 MG/100 ML |,|2021|,|024040100415448241KD2021H0014M|,02-08-2021 10:18:16,02-08-2021 10:18:16,|1010401001|,|8.010.092|,2000,|FLS|,|PT. ANUGRAH ARGON MEDICA+1|,|00025/PO/PPO/08/2021|,|M02|,8247,,| |
|024040100415448241KD|,|MEKOBALAMIN TAB 500 MG|,|2021|,|024040100415448241KD2021H0015M|,02-08-2021 10:20:00,02-08-2021 10:20:00,|1010401004|,|9040356|,1000,|CAPS|,|PT ANTARMITRA SEMBADA+4|,|00028/PO/XPO/08/2021|,|M02|,748,,| |
|024040100415448241KD|,|TEOFILIN TAB 125 MG (EUPHYLLIN RETARD MITE)|,|2021|,|024040100415448241KD2021H0016M|,02-08-2021 10:29:00,02-08-2021 10:29:00,|1010401002|,|TE.028|,100,|TABLET|,|PT ANTARMITRA SEMBADA+4|,|00033/PO/XPO/08/2021|,|M02|,2035.07,,| |
|024040100415448241KD|,|KLOBETASOL PROPIONATE KRIM 0.05 (G) 10 GR|,|2021|,|024040100415448241KD2021H0017M|,02-08-2021 10:29:00,02-08-2021 10:29:00,|1010401002|,|021210521|,30,|TUBE|,|PT ANTARMITRA SEMBADA+4|,|00033/PO/XPO/08/2021|,|M02|,11220,,| |
|024040100415448241KD|,|KLOBETASOL PROPIONATE SALEP 0.05 (G) 10 GR|,|2021|,|024040100415448241KD2021H0018M|,02-08-2021 10:29:00,02-08-2021 10:29:00,|1010401002|,|021210522|,30,|TUBE|,|PT ANTARMITRA SEMBADA+4|,|00033/PO/XPO/08/2021|,|M02|,11220,,| |
|024040100415448241KD|,|SARUNG TANGAN STERIL POWDER NO 7.0 (TRO SENSOSURGE)|,|2021|,|024040100415448241KD2021H0019M|,02-08-2021 11:27:16,02-08-2021 11:27:16,|1010401006|,|020200725|,1500,|PASANG|,|PT. PARIT PADANG GLOBAL+1|,|00038/PO/PPO/08/2021|,|M02|,8635,,| |
