|024040100415448241KD|,|PIOGLITAZON 30 MG (TAZOVELL)|,|2021|,|024040100415448241KD2021E0001M|,03-05-2021 10:31:33,03-05-2021 10:31:33,|1010401002|,|022808421|,1440,|TAB|,|PT ANTARMITRA SEMBADA+1|,|00005/PO/PPO/05/2021|,|M02|,3080,,| |
|024040100415448241KD|,|DISP. SPUIT 50 CC (OMNIFIX)|,|2021|,|024040100415448241KD2021E0002M|,03-05-2021 11:43:51,03-05-2021 11:43:51,|1010401006|,|101.069|,4100,|PCS|,|PT. DOS NI ROHA+2|,|00009/PO/PPO/05/2021|,|M02|,14999.55,,| |
|024040100415448241KD|,|EGIA 60 MEDIUM THICK SULU RELOAD (COVIDIEN)|,|2021|,|024040100415448241KD2021E0003M|,03-05-2021 11:48:59,03-05-2021 11:48:59,|1010401006|,|01.022805318|,1,|PCS|,|PT. ANUGRAH ARGON MEDICA+1|,|00013/PO/PPO/05/2021|,|M02|,2805000,,| |
|024040100415448241KD|,|OKSIGEN LIQUID (O2)|,|2021|,|024040100415448241KD2021E0004M|,03-05-2021 11:54:10,03-05-2021 11:54:10,|1010401001|,|6.010.004|,3680,|LITER|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00015/PO/PPO/05/2021|,|M02|,3630,,| |
|024040100415448241KD|,|LIDOKAIN SPRAY 10% (XYLOCAIN)|,|2021|,|024040100415448241KD2021E0005M|,03-05-2021 11:58:52,03-05-2021 11:58:52,|1010401003|,|XS.001|,9,|TABUNG|,|PT. ANUGRAH ARGON MEDICA+1|,|00018/PO/PPO/05/2021|,|M02|,189107,,| |
|024040100415448241KD|,|SKIN TRACTION ADULT NON ADHESIVE|,|2021|,|024040100415448241KD2021E0006M|,03-05-2021 12:00:31,03-05-2021 12:00:31,|1010401006|,|AS.461|,2,|PCS|,|PT. ANUGRAH ARGON MEDICA+2|,|00020/PO/PPO/05/2021|,|M02|,258427.55,,| |
|024040100415448241KD|,|LEVOFLOKSASIN TAB 500 MG|,|2021|,|024040100415448241KD2021E0007M|,03-05-2021 12:02:56,03-05-2021 12:02:56,|1010401002|,|2.040.049|,7000,|TABLET|,|PT. PARIT PADANG GLOBAL+2|,|00022/PO/PPO/05/2021|,|M02|,481.25,,| |
|024040100415448241KD|,|ONDANSETRONTABLET 4 MG|,|2021|,|024040100415448241KD2021E0008M|,03-05-2021 12:05:09,03-05-2021 12:05:09,|1010401002|,|8.010.114|,900,|TABLET|,|PT. PARIT PADANG GLOBAL+1|,|00024/PO/PPO/05/2021|,|M02|,384.99,,| |
|024040100415448241KD|,|SIMVASTATIN TABLET 10 MG|,|2021|,|024040100415448241KD2021E0009M|,03-05-2021 12:12:04,03-05-2021 12:12:04,|1010401002|,|8.010.145|,420,|TABLET|,|PT. PARIT PADANG GLOBAL+1|,|00026/PO/PPO/05/2021|,|M02|,117,,| |
|024040100415448241KD|,|KALSIUM POLISTIRENA SULFONAT SERBUK 5 G|,|2021|,|024040100415448241KD2021E0010M|,03-05-2021 12:15:43,03-05-2021 12:15:43,|1010401002|,|261922021|,680,|SACHET|,|PT. PARIT PADANG GLOBAL+1|,|00028/PO/PPO/05/2021|,|M02|,5370,,| |
|024040100415448241KD|,|PIRIDOKSIN (VITAMIN B6) TAB 10 MG|,|2021|,|024040100415448241KD2021E0011M|,03-05-2021 13:07:41,03-05-2021 13:07:41,|1010401002|,|TV.071|,4600,|TABLET|,|PT KIMIA FARMA TRADING & DISTRIBUTION+1|,|00030/PO/PPO/05/2021|,|M02|,130.99,,| |
|024040100415448241KD|,|BETAMETASON KRIM 0.1% 5G|,|2021|,|024040100415448241KD2021E0012M|,03-05-2021 13:10:29,03-05-2021 13:10:29,|1010401005|,|0356210|,50,|TUBE|,|PT KIMIA FARMA TRADING & DISTRIBUTION+1|,|00032/PO/PPO/05/2021|,|M02|,2377.81,,| |
|024040100415448241KD|,|VITAMIN B KOMPLEKS|,|2021|,|024040100415448241KD2021E0013M|,03-05-2021 13:13:08,03-05-2021 13:13:08,|1010401002|,|2.040.083|,8000,|TABLET|,|PT KIMIA FARMA TRADING & DISTRIBUTION+1|,|00034/PO/PPO/05/2021|,|M02|,113.67,,| |
|024040100415448241KD|,|AMIKASIN INJ 500 MG/2ML (KF)|,|2021|,|024040100415448241KD2021E0014M|,03-05-2021 13:19:41,03-05-2021 13:19:41,|1010401004|,|8010213|,500,|AMP|,|PT KIMIA FARMA TRADING & DISTRIBUTION+1|,|00037/PO/PPO/05/2021|,|M02|,11176,,| |
|024040100415448241KD|,|AZITROMISIN SIR KERING 200 MG/5 ML 15 ML|,|2021|,|024040100415448241KD2021E0015M|,03-05-2021 13:57:39,03-05-2021 13:57:39,|1010401006|,|10288745|,2,|FLS|,|PT. ANUGERAH PHARMINDO LESTARI+1|,|00040/PO/PPO/05/2021|,|M02|,28600,,| |
|024040100415448241KD|,|CALIBRATOR CARTRIDGE 1 STP.PHOX ULTRA CCX|,|2021|,|024040100415448241KD2021E0016M|,03-05-2021 14:08:28,03-05-2021 14:08:28,|1010401999|,|30500031|,6,|PACK|,|PT. TAMARA OVERSEAS CORPORINDO+2|,|00042/PO/PPO/05/2021|,|M02|,20350000,,| |
|024040100415448241KD|,|ALINITY I HIV AG/AB COMBO REAGENT KIT|,|2021|,|024040100415448241KD2021E0017M|,03-05-2021 14:13:20,03-05-2021 14:13:20,|1010401001|,|024300017|,3,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00046/PO/PPO/05/2021|,|M02|,17201360,,| |
|024040100415448241KD|,|ALINITY I FREE T4 200T|,|2021|,|024040100415448241KD2021E0018M|,03-05-2021 14:13:20,03-05-2021 14:13:20,|1010401001|,|024300047|,1,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00046/PO/PPO/05/2021|,|M02|,9882448.54,,| |
|024040100415448241KD|,|ALINITY REACTION VESSELS|,|2021|,|024040100415448241KD2021E0019M|,03-05-2021 14:13:20,03-05-2021 14:13:20,|1010401001|,|024300041|,1,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00046/PO/PPO/05/2021|,|M02|,7731504,,| |
|024040100415448241KD|,|ALINITY I SERIES CONSENTRATED WASH BUFFER|,|2021|,|024040100415448241KD2021E0020M|,03-05-2021 14:13:20,03-05-2021 14:13:20,|1010401001|,|024300064|,5,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00046/PO/PPO/05/2021|,|M02|,1782000,,| |
|024040100415448241KD|,|ALINITY I TSH 200 T|,|2021|,|024040100415448241KD2021E0021M|,03-05-2021 14:13:20,03-05-2021 14:13:20,|1010401001|,|024300046|,2,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00046/PO/PPO/05/2021|,|M02|,7107760,,| |
|024040100415448241KD|,|ALINITY TECHNOPATH MULTICHEM IA PLUS|,|2021|,|024040100415448241KD2021E0022M|,03-05-2021 14:13:20,03-05-2021 14:13:20,|1010401001|,|024300032|,1,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00046/PO/PPO/05/2021|,|M02|,10098000,,| |
|024040100415448241KD|,|TOTAL HIP REPLACEMENT SET CEMENTLESS|,|2021|,|024040100415448241KD2021E0023M|,03-05-2021 14:18:37,03-05-2021 14:18:37,|1010401006|,|AH.807|,1,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+1|,|00047/PO/PPO/05/2021|,|M02|,21681000,,| |
|024040100415448241KD|,|FAKTOR VIII SERB INJ 500 IU/5 ML (I.V) (KOATE DVI)|,|2021|,|024040100415448241KD2021E0024M|,03-05-2021 14:19:59,03-05-2021 14:19:59,|1010401002|,|1.070.116|,200,|FLS|,|PT ANTARMITRA SEMBADA+2|,|00048/PO/PPO/05/2021|,|M02|,1549845,,| |
|024040100415448241KD|,|CELLPACK DFL 1.5L (DFL-300A)|,|2021|,|024040100415448241KD2021E0025M|,03-05-2021 14:25:35,03-05-2021 14:25:35,|1010401001|,|3050.0531|,1,|BOTOL|,|PT.SABA INDOMEDIKA+2|,|00052/PO/PPO/05/2021|,|M02|,1029600,,| |
|024040100415448241KD|,|DADE THROMBIN REAGEN (10X1ML)|,|2021|,|024040100415448241KD2021E0026M|,03-05-2021 14:27:19,03-05-2021 14:27:19,|1010401001|,|3.050.279|,8,|KIT|,|PT.SABA INDOMEDIKA+2|,|00054/PO/PPO/05/2021|,|M02|,1807690.5,,| |
|024040100415448241KD|,|LAMPU HALOGEN JB 12V24WF6/SSM|,|2021|,|024040100415448241KD2021E0027M|,03-05-2021 14:27:19,03-05-2021 14:27:19,|1010401006|,|1.010.193.1|,1,|PCS|,|PT.SABA INDOMEDIKA+2|,|00054/PO/PPO/05/2021|,|M02|,1615680,,| |
|024040100415448241KD|,|CELLPACK DCL 20 L|,|2021|,|024040100415448241KD2021E0028M|,03-05-2021 14:29:51,03-05-2021 14:29:51,|1010401001|,|3050253|,5,|KIT|,|PT.SABA INDOMEDIKA+2|,|00056/PO/PPO/05/2021|,|M02|,1750320,,| |
|024040100415448241KD|,|LYSERCELL WNR 5L|,|2021|,|024040100415448241KD2021E0029M|,03-05-2021 14:29:51,03-05-2021 14:29:51,|1010401001|,|3050255.1|,2,|BOX|,|PT.SABA INDOMEDIKA+2|,|00056/PO/PPO/05/2021|,|M02|,2440350,,| |
|024040100415448241KD|,|FLUOROCELL WNR|,|2021|,|024040100415448241KD2021E0030M|,03-05-2021 14:29:51,03-05-2021 14:29:51,|1010401001|,|3050256|,2,|KIT|,|PT.SABA INDOMEDIKA+2|,|00056/PO/PPO/05/2021|,|M02|,3597660,,| |
|024040100415448241KD|,|LYSERCELL WDF 5L |,|2021|,|024040100415448241KD2021E0031M|,03-05-2021 14:29:51,03-05-2021 14:29:51,|1010401001|,|3050257|,2,|KIT|,|PT.SABA INDOMEDIKA+2|,|00056/PO/PPO/05/2021|,|M02|,3564000,,| |
|024040100415448241KD|,|FLUOROCELL WDF|,|2021|,|024040100415448241KD2021E0032M|,03-05-2021 14:29:51,03-05-2021 14:29:51,|1010401001|,|3050258|,2,|KIT|,|PT.SABA INDOMEDIKA+2|,|00056/PO/PPO/05/2021|,|M02|,6996330,,| |
|024040100415448241KD|,|FLUOROCELL WPC|,|2021|,|024040100415448241KD2021E0033M|,03-05-2021 14:29:51,03-05-2021 14:29:51,|1010401001|,|3050260|,2,|BOTOL|,|PT.SABA INDOMEDIKA+2|,|00056/PO/PPO/05/2021|,|M02|,1683000,,| |
|024040100415448241KD|,|CELLCLEAN AUTO 4 ML X 20|,|2021|,|024040100415448241KD2021E0034M|,03-05-2021 14:29:51,03-05-2021 14:29:51,|1010401001|,|30500311|,5,|BOX|,|PT.SABA INDOMEDIKA+2|,|00056/PO/PPO/05/2021|,|M02|,1485000,,| |
|024040100415448241KD|,|MEDITAPE UC-11A|,|2021|,|024040100415448241KD2021E0035M|,03-05-2021 14:36:56,03-05-2021 14:36:56,|1010401006|,|3050262.4|,10,|TUBE|,|PT.SABA INDOMEDIKA+2|,|00058/PO/PPO/05/2021|,|M02|,727650,,| |
|024040100415448241KD|,|UF CELLPACK SF|,|2021|,|024040100415448241KD2021E0036M|,03-05-2021 14:36:56,03-05-2021 14:36:56,|1010401001|,|3050262.1|,1,|BOTOL|,|PT.SABA INDOMEDIKA+2|,|00058/PO/PPO/05/2021|,|M02|,2931590.2,,| |
|024040100415448241KD|,|UF CELLPACK CR|,|2021|,|024040100415448241KD2021E0037M|,03-05-2021 14:36:56,03-05-2021 14:36:56,|1010401001|,|3050262.5|,1,|KIT|,|PT.SABA INDOMEDIKA+2|,|00058/PO/PPO/05/2021|,|M02|,2227164.5,,| |
|024040100415448241KD|,|UF FLUOROCELL SF|,|2021|,|024040100415448241KD2021E0038M|,03-05-2021 14:36:56,03-05-2021 14:36:56,|1010401001|,|3050262.2|,2,|KIT|,|PT.SABA INDOMEDIKA+2|,|00058/PO/PPO/05/2021|,|M02|,3653942.6,,| |
|024040100415448241KD|,|UF FLUOROCELL CR|,|2021|,|024040100415448241KD2021E0039M|,03-05-2021 14:36:56,03-05-2021 14:36:56,|1010401001|,|3050262.3|,2,|KIT|,|PT.SABA INDOMEDIKA+2|,|00058/PO/PPO/05/2021|,|M02|,3305947.7,,| |
|024040100415448241KD|,|UF CELLSHEATH|,|2021|,|024040100415448241KD2021E0040M|,03-05-2021 14:36:56,03-05-2021 14:36:56,|1010401001|,|3050262.6|,5,|BOX|,|PT.SABA INDOMEDIKA+2|,|00058/PO/PPO/05/2021|,|M02|,3158313.4,,| |
|024040100415448241KD|,|BIOSYN 1 CM 966|,|2021|,|024040100415448241KD2021E0041M|,03-05-2021 14:50:50,03-05-2021 14:50:50,|1010401006|,|1020299|,72,|PCS|,|PT. ANUGRAH ARGON MEDICA+2|,|00059/PO/PPO/05/2021|,|M02|,125519.08,,| |
|024040100415448241KD|,|SPIRONOLAKTON TAB 25 MG|,|2021|,|024040100415448241KD2021E0042M|,03-05-2021 14:53:17,03-05-2021 14:53:17,|1010401002|,|8.010.147|,8000,|TABLET|,|PT. ANUGRAH ARGON MEDICA+1|,|00062/PO/PPO/05/2021|,|M02|,208,,| |
